"YEAR_MONTH","SFDC_ACCOUNT_ID","SWIMLANE_MAP","AGE_IN_MONTHS","SUBSCRIBED_ROUTER_COUNT","TERM_MAP","CHURNED_ACCOUNT_FLAG","LOGIN_COUNT","TOTAL_MINUTES","Account_NCM_Permissions","Account_Subscription_Change_License","Account_Subscriptions","Dashboard_Clients_Tab","Devices_Remote_Connect_Connect_to_Device_UI","Devices_Subnav_Network_Interfaces","Devices_Interfaces_Interface_Details","Devices_Toggle_Image","Footer_Contact_Cradlepoint_Link","Footer_Knowledge_Base_Link","Groups_Add","Groups_Commands_Menu","Groups_Configuration_Edit","Groups_Dashboard","Groups_Firmware_Menu","Groups_Group_Data_Usage","Groups_Settings","Groups_Refresh_Button","Notifications","Help_Panel_Button","NetCloud_Perimeter","Network_Interfaces_Commands_Menu","Network_Interfaces_Export_Menu","Network_Interfaces_Filter_All","Reports_Report_Type_Data_Usage","Reports_Report_Type_Signal_Quality","Reports_Run_Report_Button","Routers_Commands_Ping","Routers_Commands_Reboot","Routers_Commands_Restore_to_Defaults","Routers_Commands_Speed_Test","Routers_Commands_Unregister","Routers_Commands_Menu","Routers_Configuration_Edit","Routers_Configuration_Resume_Updates","Routers_Configuration_Summary","Routers_Configuration_Menu","Routers_Device_Dashboard_Link","Routers_Firmware_Retry_Upgrade","Routers_Move","Routers_NetCloud_OS_Menu","Routers_Remote_Connect_Console","Routers_Remote_Connect_Menu","Scheduler_Subnav_Schedules","Scheduler_Tasks_Add","Scheduler_Tasks_Edit","Churn_Probability"
2020-06-01,"0015000000VWzxWAAT","111000",184,5780,"111",0,820,5256,2,0,2,1,352,91,0,13,0,0,0,0,0,0,0,0,0,0,9,3,10,51,2,0,0,0,0,2,43,2,69,0,157,51,75,14,233,378,34,256,51,1,436,1,0,0,-8.40798784762509e-18
2021-03-01,"00138000017eF75AAE","111100",614,1399,"110",0,4543,70550,62,25,95,13,1034,2121,9,60,0,0,135,22,53,15,112,0,2,148,99,16,173,79,5,1,0,0,0,1172,261,25,1326,41,5198,2862,139,189,6405,3796,2,314,154,951,2938,1,3,0,-3.73290807986759e-18
2021-03-01,"0013800001QB380AAD","101100",676,906,"111",0,625,2832,11,22,27,1,18,32,4,0,0,0,21,20,29,12,14,0,6,45,9,1,218,4,1,0,0,0,0,3,5,1,1,1,37,76,23,1,155,104,6,106,21,1,61,0,0,0,-8.82648988620449e-18
2021-06-01,"00150000010i075AAA","110000",652,3183,"111",0,71,3598,18,0,0,0,0,2,0,0,0,0,6,0,4,2,0,0,0,0,13,0,1,0,0,0,0,0,0,21,72,5,6,12,255,24,18,7,109,194,0,1130,5,0,0,0,0,0,-9.01405686204448e-18
2020-12-01,"0013800001Hjo0NAAR","000100",95,1326,"000",0,265,3088,9,5,12,2,99,4,6,1,1,0,12,1,90,43,12,0,1,1,5,0,10,0,0,0,0,0,0,6,32,6,0,5,69,198,82,10,392,93,10,104,19,6,107,0,0,0,-8.16078975229839e-18
2020-09-01,"00138000015tf2hAAA","111100",659,7122,"111",0,389,1637,2,0,6,0,1,7,4,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,2,0,0,0,0,0,30,5,0,0,34,0,80,4,126,6,15,97,40,0,6,0,0,0,-9.75131433933463e-18
2020-04-01,"001500000134gVCAAY","001000",135,1070,"000",0,42,98,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-7.69566702030211e-18
2020-12-01,"0015000000QvEa4AAF","100000",690,1946,"010",0,199,649,0,0,0,2,24,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,24,3,35,0,0,0,29,18,0,29,4,0,37,0,0,0,-9.24173931826644e-18
2020-12-01,"0015000000XZqVjAAL","101100",678,6029,"110",0,99,2332,3,27,36,3,9,2,0,0,0,0,0,0,0,1,3,0,0,0,4,0,1,3,0,0,0,0,0,0,47,0,0,11,69,242,13,2,459,10,8,168,12,1,39,0,0,0,-9.40979065500169e-18
2020-12-01,"0015000000dqjyPAAQ","001000",697,4879,"110",0,3136,7658,1,0,0,0,0,109,1,9,0,0,4,0,4,75,1,0,0,4,8,0,3,6,8,0,0,0,0,0,681,13,1,7,768,23,43,4,207,422,6,280,41,0,0,0,0,0,-8.18681060443804e-18
2020-05-01,"0015000000LwyAuAAJ","110000",719,1720,"111",0,149,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,81,0,0,0,94,0,0,0,6,29,0,0,2,1,14,0,0,0,-8.89913143176102e-18
2020-06-01,"00138000015tf2hAAA","111100",659,7088,"111",0,236,1275,4,0,2,0,1,14,0,0,0,0,0,1,10,8,0,0,1,0,1,0,2,0,2,0,0,0,0,0,75,0,0,0,92,0,1,0,12,23,10,183,9,0,2,0,0,0,-9.92912349562225e-18
2020-05-01,"0015000000tTef6AAC","001100",661,1342,"111",0,186,950,13,0,4,0,3,7,0,8,0,0,9,0,1,15,3,0,1,0,11,1,54,0,0,0,0,0,0,0,0,0,0,0,10,50,0,5,110,46,0,29,19,7,11,0,0,0,-9.8803343978604e-18
2021-05-01,"00150000013uAb0AAE","101100",617,2295,"110",0,772,2290,7,7,24,0,10,5,3,63,0,0,2,1,0,0,1,0,0,0,3,4,8,0,0,0,0,0,0,0,4,0,1,4,11,7,0,1,27,175,0,35,3,0,10,1,1,0,-9.82720849140861e-18
2020-06-01,"0015000000SDp91AAD","001000",683,43220,"000",0,100,3921,0,0,0,0,12,7,0,3,0,1,2,0,5,1,3,0,0,0,3,0,10,0,5,0,1,0,0,2,610,0,0,3,657,0,5,3,20,26,2,11,9,0,35,0,0,0,-8.20849464788775e-18
2020-07-01,"0013800001GMWdyAAH","110000",694,9775,"110",0,559,3310,0,0,0,0,88,169,0,3,0,0,0,0,0,3,0,0,0,0,8,3,1,19,96,2,0,0,0,0,7,0,55,1,77,53,20,30,134,344,1,46,4,89,228,0,0,0,-8.65193333643433e-18
2020-07-01,"0015000000XauSEAAZ","111000",699,1333,"110",0,52,393,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,3,7,7,0,32,47,1,2,2,4,4,0,0,0,-9.55290534176978e-18
2020-09-01,"0015000000erxT6AAI","001000",661,1306,"110",0,484,1958,1,0,4,0,34,0,0,0,0,0,2,0,3,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,26,18,0,0,51,23,18,1,73,245,4,160,8,0,46,0,0,0,-1.04766455927274e-17
2020-07-01,"0015000000OqkyhAAB","111100",725,9153,"111",0,3095,12177,4,1,3,6,194,275,17,57,1,1,24,0,53,42,6,4,0,53,22,6,28,15,4,0,1,1,2,23,89,8,12,27,333,217,182,23,761,1051,29,423,121,279,611,0,0,0,-6.80120022800157e-18
2021-03-01,"0015000000rAhzJAAS","111100",696,2345,"110",0,641,3184,0,0,0,0,8,4,25,13,0,0,5,11,8,1,3,0,4,0,6,0,4,0,0,0,0,0,0,5,21,1,18,7,90,258,10,11,461,212,1,60,14,41,87,0,0,0,-9.1994554335395e-18
2021-04-01,"0015000000fq6qqAAA","001100",168,1395,"000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000855088160503786
2021-04-01,"0013800001GN6pPAAT","100000",62,499,"100",0,31,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,-7.27608077955022e-18
2021-04-01,"0013800001EmbKRAAZ","111100",692,1200,"111",0,130,627,0,0,1,0,8,1,0,0,0,0,0,0,9,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,10,5,2,0,34,49,0,8,3,1,11,0,0,0,-9.92370248475982e-18
2020-03-01,"0013800001JxFkYAAV","001100",617,728,"111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000855088160503786
2021-03-01,"0015000000yo2sVAAQ","101100",690,1627,"001",0,1013,4419,0,0,0,16,53,15,0,11,0,1,32,39,172,13,22,0,6,1,15,2,10,0,0,0,0,0,0,3,26,11,8,0,62,44,42,2,221,154,1,86,12,6,77,0,1,0,-8.19331581747296e-18
2021-01-01,"0015000000Pwb6dAAB","001000",479,3934,"111",0,215,1385,1,0,1,1,0,0,2,3,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,20,0,0,0,24,87,4,0,179,61,0,71,4,0,3,1,1,0,-9.35124373768748e-18
2021-01-01,"0015000000r9pFRAAY","101100",666,1472,"110",0,83,943,0,0,0,0,23,2,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,58,8,0,0,76,33,17,1,84,21,0,16,10,0,23,0,0,0,-1.00256174889735e-17
2020-01-01,"0015000000RuupLAAR","110000",716,252,"110",0,148,1716,0,0,0,4,223,1,0,0,0,0,3,0,5,3,0,1,0,0,5,3,3,0,0,0,0,0,0,0,14,0,165,0,218,3,14,6,41,13,0,23,9,4,302,0,0,0,-9.16476096401997e-18
2020-01-01,"0015000000euG45AAE","110000",205,919,"110",0,266,3451,0,0,1,2,12,2,0,0,0,0,0,0,18,0,2,0,0,0,9,0,2,1,1,0,2,0,1,2,2,0,523,0,627,0,0,0,0,349,1,460,4,0,17,0,0,0,-8.08489560022441e-18
2020-04-01,"0015000000khcLGAAY","001000",657,2137,"110",0,186,566,2,0,1,6,9,5,3,0,0,0,2,0,1,3,1,2,0,1,0,0,6,0,0,0,0,0,0,1,2,3,0,0,20,0,11,1,13,13,8,33,14,0,14,0,0,0,-9.26776017040609e-18
2020-01-01,"0015000000d4vbSAAQ","101100",664,4767,"110",0,213,1275,0,0,1,0,11,21,0,0,1,0,5,0,1,0,8,0,1,1,28,0,1,56,0,11,0,0,0,0,99,1,0,64,181,17,25,1,52,22,2,37,13,3,10,0,0,0,-8.87202637744888e-18
2020-04-01,"0013800001HjD67AAF","111100",662,798,"110",0,340,1302,0,0,8,0,10,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,4,0,0,0,4,8,4,0,22,54,0,3,3,0,11,0,0,0,-9.9551443477619e-18
2021-02-01,"0015000000iTwI2AAK","110000",735,539,"110",0,472,3292,3,0,3,1,243,297,0,0,0,0,0,0,0,0,1,0,1,1,2,0,6,201,4,4,0,0,0,2,13,0,5,0,38,0,1,1,8,78,2,135,12,0,256,0,0,0,-8.50122923445884e-18
2021-02-01,"00150000013uAb0AAE","101100",617,2163,"110",0,862,2808,7,2,4,1,5,10,7,14,0,0,4,0,6,10,8,0,0,0,7,0,6,0,0,0,0,0,0,3,7,3,0,8,32,12,5,12,51,193,10,45,14,1,22,0,1,0,-1.00570593519755e-17
2021-03-01,"0013800001D9GEsAAN","110000",73,1352,"110",0,54,319,0,0,6,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,64,1,0,0,0,0,0,-8.22584188264752e-18
2021-03-01,"0015000000iTwI2AAK","110000",735,789,"110",0,708,3648,0,0,0,0,202,307,4,4,0,0,1,0,0,0,1,0,0,1,1,1,5,177,2,1,0,0,0,8,41,3,15,0,114,0,30,0,56,139,10,139,40,3,209,0,0,0,-8.22042087178509e-18
2020-11-01,"0015000000aeZKcAAM","101000",703,7045,"110",0,46,73,1,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,-7.99815942642557e-18
2020-11-01,"0015000000oHtmPAAS","001100",135,1359,"111",0,134,411,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,3,10,0,0,20,63,0,0,1,0,1,0,0,0,-9.3870224093795e-18
2021-06-01,"0015000000jXjjEAAS","001100",694,1470,"111",0,0,1556,3,0,1,0,0,11,0,0,0,0,2,0,0,4,3,0,0,0,5,0,1,1,0,0,0,0,0,0,2,0,14,0,25,37,9,0,99,292,0,2,3,0,2,0,0,0,-7.84745532445008e-18
2021-01-01,"0015000000jXjjEAAS","001100",694,1031,"110",0,0,868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,10,0,23,7,0,0,28,168,0,0,3,0,2,0,0,0,-7.21102864920109e-18
2020-02-01,"0013800001GMnnsAAD","001100",613,1745,"111",0,611,1693,4,0,0,12,0,1,1,5,0,0,0,0,0,4,0,0,0,0,2,2,1,0,0,0,0,2,0,0,5,0,0,0,13,58,3,1,84,60,1,5,2,85,102,0,0,0,-1.0245710529988e-17
2020-04-01,"00138000017gcv0AAA","100100",634,1100,"001",0,56,375,1,0,0,2,9,1,0,2,0,0,0,4,4,3,5,0,0,15,1,0,1,1,0,0,0,0,0,0,5,2,0,0,12,1,2,0,49,4,0,1,0,0,11,0,0,0,-9.66783077205324e-18
2021-02-01,"0015000000zpyEGAAY","111100",649,1457,"111",0,1200,10689,5,4,41,1,19,5,1,13,2,2,22,5,337,5,36,0,0,9,14,2,6,0,0,0,0,0,0,44,77,3,31,0,208,584,30,89,989,1228,7,121,19,249,635,3,16,1,-6.70795884116782e-18
2021-03-01,"00138000017eesEAAQ","001100",695,965,"110",0,17,264,1,0,1,0,0,4,0,0,0,0,6,3,0,9,9,0,2,0,2,0,10,0,0,0,0,0,0,1,0,3,0,0,5,1,3,0,14,9,2,6,6,0,3,0,0,0,-9.09970883367084e-18
2021-03-01,"0015000000cJN7vAAG","111110",665,282678,"110",0,1348,17495,7,0,1,1,11,271,2,33,0,1,139,298,89,7,23,0,16,11,21,4,7,64,27,17,0,0,0,6,145,81,328,2,823,58,94,8,1973,699,27,2455,92,430,448,0,0,0,-5.11851845630407e-18
2020-11-01,"0015000000sCDhgAAG","101100",694,6,"110",0,44,185,1,0,1,1,0,0,0,5,0,0,1,0,3,3,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,7,31,0,2,0,0,2,0,0,0,-9.16476096401997e-18
2020-08-01,"00138000017gcv0AAA","100100",634,1100,"001",0,18,109,0,2,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,-8.09899022846672e-18
2020-11-01,"0015000000w4IPUAA2","000000",527,33798,"111",0,5030,15283,1,0,1,0,30,10,1,20,2,0,0,0,1,4,0,0,0,2,8,7,3,0,1,0,0,0,0,12,262,0,17,1,546,19,620,16,887,1878,38,154,104,1416,1906,1,2,0,-7.65013052905772e-18
2020-10-01,"0015000000sCDhgAAG","101100",694,6,"110",0,16,123,1,0,0,1,0,2,0,0,0,0,1,0,1,3,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,19,9,0,3,0,0,0,0,0,0,-9.17885559226228e-18
2020-05-01,"0013800001JyPOoAAN","001100",616,1579,"011",0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0025
2020-06-01,"0013800001QCzj3AAD","100000",604,66,"000",0,120,516,0,0,1,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,1,0,1,9,0,0,18,101,0,0,0,25,30,0,0,0,0.005
2020-09-01,"0015000000Xxr3YAAR","100000",674,1027,"110",0,1022,7099,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,544,2,0,0,597,53,0,0,69,3119,0,64,2,314,351,0,0,0,-8.32775688686116e-18
2020-03-01,"0015000000RuupLAAR","110000",716,309,"110",0,472,5611,0,0,0,2,470,13,0,15,0,0,8,2,5,2,1,0,0,0,5,0,11,0,0,0,0,0,0,3,71,21,211,1,512,21,92,23,342,176,0,174,64,9,683,0,0,0,-8.5717023756704e-18
2020-11-01,"0015000000tEeqgAAC","101000",668,904,"110",0,21,71,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,0,0,0.00199999999999999
2021-06-01,"00138000015tf2hAAA","111100",659,7459,"111",0,190,1398,0,0,0,0,2,10,0,1,0,2,0,0,5,2,0,0,3,0,3,0,2,0,2,0,0,0,0,0,0,8,0,0,16,0,5,0,37,36,0,2,7,5,4,0,0,0,-8.99454122293974e-18
2020-10-01,"0015000000d518PAAQ","110000",165,903,"111",0,243,2471,0,0,0,2,167,3,7,0,0,0,1,0,48,1,3,0,0,2,5,0,6,0,0,0,0,0,0,10,15,2,16,0,50,108,38,2,321,50,4,57,27,1,191,0,0,0,-9.02706728811431e-18
2020-10-01,"0015000000tQ1mTAAS","001100",508,31763,"111",0,715,3751,0,0,0,1,16,47,0,2,0,0,4,0,6,6,3,1,0,0,3,0,3,10,16,1,26,0,17,21,198,9,22,2,327,16,18,1,80,387,9,87,22,3,52,0,0,0,-8.24102071306232e-18
2020-12-01,"0015000000oK1inAAC","001100",644,1770,"010",0,1318,2609,4,5,18,0,1,1,0,1,0,0,3,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,6,109,6,3,193,24,0,56,8,1,3,0,0,0,-9.62554688732631e-18
2021-01-01,"00138000017gcv0AAA","100100",634,1101,"001",0,20,112,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,9,2,1,2,6,0,10,0,0,0,-9.43255890062389e-18
2021-01-01,"0013800001EkFdEAAV","101000",115,614,"111",0,67,254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,13,2,1,34,8,2,26,5,0,0,0,0,0,-1.00841644062877e-17
2021-01-01,"0013800001JyjzWAAR","001100",610,878,"111",0,3,173,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,4,0,7,25,5,0,35,7,1,2,0,0,0,-7.8756445809347e-18
2021-05-01,"0013t00001UuYhDAAV","101000",609,5040,"111",0,85,478,0,0,0,0,0,1,0,5,0,0,0,0,2,0,5,0,1,0,3,2,3,0,0,0,0,0,0,0,1,6,1,0,12,0,9,4,26,9,3,7,10,0,0,0,0,0,-9.35558054637742e-18
2021-05-01,"0015000000hWpEoAAK","111100",656,2644,"110",0,465,2150,0,0,0,0,10,7,0,2,0,0,1,0,11,22,13,0,1,6,6,0,14,0,3,0,0,0,0,0,25,0,0,0,27,24,23,1,91,67,1,33,6,27,52,0,1,0,-9.72637768936746e-18
2020-06-01,"0015000000kjWrtAAE","111000",654,770,"100",0,23,813,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,7,0,0,1,12,9,11,0,30,220,0,28,2,0,0,0,0,0,-9.55398954394227e-18
2020-07-01,"00138000017gcv0AAA","100100",634,1100,"001",0,59,310,2,1,2,3,27,0,0,0,0,0,1,0,5,6,15,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,9,2,0,3,0,0,30,0,0,0,-9.20053963571199e-18
2020-07-01,"0013800001L71O4AAJ","101100",725,10790,"110",0,435,3678,14,0,1,14,17,82,7,10,0,0,6,18,26,20,3,6,0,0,34,6,22,0,3,1,1,0,0,2,3,2,0,0,23,172,10,24,333,514,0,10,16,3,22,0,0,0,-8.59230221694762e-18
2020-10-01,"00138000019uTIxAAM","000100",635,3429,"001",0,126,871,2,0,2,11,0,13,0,2,0,0,1,0,0,1,0,1,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,3,8,42,26,0,105,9,10,56,12,0,0,1,1,0,-9.02923569245928e-18
2021-04-01,"0015000000RuupLAAR","100000",716,993,"110",0,538,4975,0,0,0,0,272,2,0,0,0,0,4,1,11,6,1,0,2,0,4,0,3,0,0,0,0,0,0,1,131,8,384,0,561,17,36,2,133,42,2,151,15,6,767,0,0,0,-8.36028295203572e-18
2021-04-01,"0015000000qHeumAAC","101100",159,1105,"110",0,160,1244,0,4,6,0,9,72,11,2,0,0,1,1,3,2,0,0,0,0,0,1,1,5,1,0,0,0,0,0,9,1,2,0,24,41,8,26,99,59,1,16,3,39,55,0,0,0,-9.38810661155198e-18
2020-02-01,"0015000000d2TjcAAE","001100",120,1189,"000",0,235,411,2,0,0,5,0,2,4,4,0,0,0,0,0,1,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,20,0,1,1,0,0,0,0,0,-9.56483156566712e-18
2020-02-01,"0015000000QdRZkAAN","001000",165,1425,"000",0,19,141,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,13,0,0,0,0,0,0,0,0,-8.28547300213423e-18
2020-03-01,"0015000000drIdcAAE","111100",680,2597,"100",0,93,2062,5,0,0,2,4,17,4,7,0,0,0,0,0,5,0,1,0,0,19,1,8,3,0,0,1,0,1,21,36,0,6,0,144,8,11,2,57,197,0,34,3,120,152,0,0,0,-8.34510412162093e-18
2020-02-01,"0015000000cKQq4AAG","111100",742,5501,"100",0,138,1119,8,0,0,0,0,16,13,5,1,0,0,1,6,2,4,0,2,2,2,0,4,0,0,0,0,0,0,3,3,0,1,4,38,37,6,22,118,86,0,55,12,27,32,0,0,0,-8.48605040404404e-18
2020-02-01,"0015000000XauSEAAZ","111000",699,1321,"110",0,177,986,15,0,2,2,10,3,2,9,0,0,0,0,0,1,0,0,0,0,14,4,1,0,0,0,0,2,0,0,3,0,1,0,9,6,5,1,20,105,0,19,3,2,9,0,0,0,-1.06251812903579e-17
2021-06-01,"00138000018bKtGAAU","001100",613,4159,"111",0,126,988,1,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,12,0,23,338,7,39,3,0,3,0,0,0,-1.04452037297254e-17
2020-12-01,"0015000000NjEA4AAN","111000",705,6322,"110",0,1052,4779,6,0,14,6,11,16,4,9,0,0,19,8,46,22,20,1,5,1,16,2,13,0,4,0,0,0,0,18,31,1,11,0,134,56,58,11,205,377,7,123,28,215,337,0,0,0,-8.85467914268911e-18
2021-05-01,"0013800001D9GEsAAN","110000",73,1356,"110",0,45,214,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,7,0,14,24,0,7,5,0,0,0,0,0,-9.51170565921533e-18
2020-09-01,"0013800001GN6pPAAT","110000",62,1119,"100",0,93,422,0,0,2,0,21,10,0,0,0,0,0,0,1,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,17,30,0,0,0,0,21,0,0,0,-7.62844648560801e-18
2020-09-01,"0015000000QTE9IAAX","001100",693,1616,"111",0,158,910,0,0,3,0,58,0,0,0,0,0,4,0,9,2,2,0,0,1,0,2,2,0,0,0,0,0,0,0,16,5,0,6,40,44,72,1,171,28,5,95,24,0,58,0,0,0,-9.47701118969579e-18
2021-04-01,"0015000000r9pFRAAY","101100",666,1468,"110",0,73,576,0,0,0,0,17,7,0,0,0,0,4,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,6,4,0,0,11,22,9,0,37,9,0,25,0,0,19,0,0,0,-9.89117641958526e-18
2020-03-01,"0015000000mPwkKAAS","100000",133,1167,"110",0,48,207,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,13,0,14,0,38,40,0,0,0,-8.8329950992394e-18
2020-03-01,"0015000000rAhzJAAS","111100",696,1935,"110",0,286,1739,3,0,1,2,32,0,2,7,0,0,10,1,4,13,5,2,1,2,2,0,3,0,0,0,0,0,0,0,5,0,2,19,45,88,1,9,199,123,0,53,13,18,68,0,0,0,-9.40328544196678e-18
2020-08-01,"0013800001PV4MQAA1","100100",724,1412,"111",0,420,2894,1,0,0,5,70,42,0,1,0,0,0,0,68,10,4,1,0,1,5,0,5,15,0,0,0,0,0,0,12,3,0,2,23,152,54,5,285,257,2,63,19,7,90,0,0,0,-9.41521166586412e-18
2021-01-01,"0015000000MtUXcAAN","110000",706,13472,"100",0,1641,9882,2,0,0,0,8,432,0,31,0,0,2,0,5,1,0,0,0,0,5,3,12,353,6,0,0,0,0,54,172,29,152,3,517,143,255,2,625,868,6,630,62,1,27,0,0,0,-7.31294365341473e-18
2021-01-01,"0015000000oku1fAAA","111100",690,1839,"111",0,427,3077,1,15,20,1,7,69,0,0,1,0,6,0,19,5,0,0,0,43,8,6,11,18,4,0,0,0,0,4,17,0,42,0,92,42,13,59,294,73,0,68,9,3,18,0,0,0,-9.01622526638945e-18
2021-02-01,"00138000015tf2hAAA","111100",659,7305,"111",0,296,809,0,0,0,0,1,4,1,0,1,0,1,0,1,2,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,28,4,3,5,8,0,2,0,0,0,-9.23306570088656e-18
2020-01-01,"00138000015tDijAAE","101000",102,1301,"100",0,13,112,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,28,7,0,0,5,0,0,0,0,0,-7.79975042886072e-18
2021-02-01,"0015000000Ux08aAAB","101000",703,3775,"100",0,158,723,0,0,0,0,2,10,0,0,0,0,1,0,0,1,6,0,0,0,2,0,13,0,0,0,0,0,0,4,5,0,0,0,20,12,4,1,25,97,6,0,19,2,33,1,0,1,-8.83082669489443e-18
2020-01-01,"0015000000laK1NAAU","000100",656,1096,"110",0,37,773,7,0,2,2,0,1,0,0,0,0,0,0,1,3,4,0,0,0,3,0,3,0,0,0,0,0,2,0,2,0,0,0,6,35,117,4,176,50,2,0,10,0,0,0,0,0,-9.14307692057026e-18
2020-03-01,"0015000000wzgwfAAA","110000",651,9779,"110",0,1665,6112,5,0,2,0,13,123,12,15,0,0,4,1,6,3,1,0,13,107,6,2,9,1,0,0,0,0,0,1,296,3,10,0,410,3,1,0,10,1295,8,24,13,9,25,0,0,0,-8.89587882524356e-18
2021-01-01,"0015000000YXrtBAAT","110000",681,2677,"001",0,369,754,1,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,7,9,0,2,0,4,6,0,12,0,0,0,0,0,0,-9.28727580951083e-18
2021-02-01,"0013800001CxK8YAAV","111000",94,1912,"110",0,135,368,2,0,0,0,0,3,6,10,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,11,0,4,0,4,35,0,29,0,0,0,0,0,0,-9.6038628438766e-18
2020-08-01,"0015000000euq7bAAA","111100",654,19618,"110",0,966,3816,9,0,1,0,9,9,32,16,0,1,3,1,9,6,0,0,1,1,18,0,15,0,2,0,0,0,0,14,349,13,10,1,490,56,56,4,221,157,3,75,44,7,72,0,0,0,-8.54351311918577e-18
