"YEAR_MONTH","SFDC_ACCOUNT_ID","SWIMLANE_MAP","AGE_IN_MONTHS","SUBSCRIBED_ROUTER_COUNT","TERM_MAP","CHURNED_ACCOUNT_FLAG","LOGIN_COUNT","TOTAL_MINUTES","Account_NCM_Permissions","Account_Subscription_Change_License","Account_Subscriptions","Dashboard_Clients_Tab","Devices_Remote_Connect_Connect_to_Device_UI","Devices_Subnav_Network_Interfaces","Devices_Interfaces_Interface_Details","Devices_Toggle_Image","Footer_Contact_Cradlepoint_Link","Footer_Knowledge_Base_Link","Groups_Add","Groups_Commands_Menu","Groups_Configuration_Edit","Groups_Dashboard","Groups_Firmware_Menu","Groups_Group_Data_Usage","Groups_Settings","Groups_Refresh_Button","Notifications","Help_Panel_Button","NetCloud_Perimeter","Network_Interfaces_Commands_Menu","Network_Interfaces_Export_Menu","Network_Interfaces_Filter_All","Reports_Report_Type_Data_Usage","Reports_Report_Type_Signal_Quality","Reports_Run_Report_Button","Routers_Commands_Ping","Routers_Commands_Reboot","Routers_Commands_Restore_to_Defaults","Routers_Commands_Speed_Test","Routers_Commands_Unregister","Routers_Commands_Menu","Routers_Configuration_Edit","Routers_Configuration_Resume_Updates","Routers_Configuration_Summary","Routers_Configuration_Menu","Routers_Device_Dashboard_Link","Routers_Firmware_Retry_Upgrade","Routers_Move","Routers_NetCloud_OS_Menu","Routers_Remote_Connect_Console","Routers_Remote_Connect_Menu","Scheduler_Subnav_Schedules","Scheduler_Tasks_Add","Scheduler_Tasks_Edit","Churn_Probability"
2021-01-01,"0015000000xPAoLAAW","001100",116,1270,"110",0,246,1529,2,0,0,0,54,48,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,54,0,0,0,0,0,0,1,0,0,0,8,2,1,108,162,56,1,12,3,1,53,0,0,0,-9.68951481550295e-18
2021-02-01,"0013800001GN6pPAAT","110000",62,504,"100",0,28,87,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,2,0,0,0,-6.80878964320897e-18
2021-02-01,"00138000015tDijAAE","100000",102,4,"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409976480656896
2021-02-01,"00138000019uTIxAAM","000100",635,3439,"001",0,141,1138,2,0,2,5,0,6,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,2,4,71,8,0,156,24,3,45,6,12,12,0,0,0,-1.04289406971381e-17
2021-02-01,"0015000000Re5dvAAB","111100",685,2322,"111",0,813,3789,43,0,2,8,117,16,4,16,0,0,17,8,38,33,16,0,3,17,41,1,107,3,0,0,0,0,0,2,25,0,5,3,74,67,16,26,238,274,8,45,41,7,144,0,0,0,-9.04007771418414e-18
2020-01-01,"0015000000d2OQgAAM","111000",672,1443,"110",0,610,4309,13,0,5,24,74,60,0,0,2,0,0,0,0,2,0,1,0,0,12,4,7,3,3,2,1,0,1,6,53,0,85,0,234,209,79,10,486,443,1,255,4,0,83,1,0,0,-8.24318911740729e-18
2020-01-01,"00138000015tf2hAAA","111100",659,7006,"000",0,362,3534,16,0,6,2,16,21,0,0,0,0,4,0,6,3,1,0,1,0,6,0,1,9,0,0,0,0,0,0,11,0,0,1,36,39,17,2,106,28,5,357,16,5,30,0,0,0,-1.02207738800208e-17
2020-04-01,"0015000000zpyEGAAY","111100",649,1065,"111",0,807,5382,10,0,17,0,9,24,1,21,0,0,12,1,12,1,27,0,0,15,10,3,5,4,13,0,0,0,0,12,84,1,3,0,136,264,8,51,496,505,0,47,4,203,595,0,1,0,-9.08995101411847e-18
2021-01-01,"0015000000qarBPAAY","111000",641,901,"110",0,121,458,0,0,0,1,8,0,6,0,0,0,3,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,18,12,23,6,44,7,1,42,8,0,12,0,0,0,-9.83262950227104e-18
2020-01-01,"0015000000hWpEoAAK","111100",656,2246,"110",0,460,2974,1,0,0,33,39,5,0,0,1,0,9,3,18,50,4,0,2,0,10,1,32,0,0,0,1,0,1,0,10,0,0,1,34,31,2,5,85,78,1,126,4,55,115,0,0,0,-9.18861341181465e-18
2021-06-01,"0015000000erxT6AAI","001000",661,1590,"110",0,436,1947,0,1,4,0,0,10,0,3,0,0,2,0,1,7,3,0,1,0,5,0,1,0,8,0,0,0,0,1,8,1,0,0,11,6,26,1,36,291,5,266,6,0,2,0,0,0,-9.67650438943313e-18
2020-12-01,"0015000000sDmNIAA0","001100",671,992,"000",0,276,1954,4,0,1,3,16,5,1,1,0,0,11,7,64,18,6,1,9,3,9,0,22,0,0,0,0,0,0,0,5,9,0,0,29,49,36,3,217,263,8,66,23,1,19,0,0,0,-9.1777713900898e-18
2020-04-01,"00138000018bKtGAAU","001100",613,3673,"111",0,93,567,2,0,0,0,7,0,0,6,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,4,13,0,0,27,83,0,5,2,11,21,0,0,0,-9.99309142379889e-18
2021-02-01,"00138000015t6PJAAY","101100",621,2116,"111",0,337,2687,0,1,1,1,9,12,7,1,0,0,0,0,6,1,0,0,0,0,10,0,3,5,0,0,0,0,0,0,57,0,0,0,57,158,20,8,525,97,2,88,9,1,15,0,0,0,-9.95731275210687e-18
2020-04-01,"0015000000cKQq4AAG","111100",742,5587,"100",0,567,3879,11,0,0,0,0,51,13,0,0,0,7,4,19,10,4,0,7,2,14,0,8,2,0,0,0,0,0,18,49,0,0,3,155,492,18,52,767,244,5,413,32,140,156,0,0,0,-7.96454915907851e-18
2021-02-01,"0015000000OqkyhAAB","111100",725,9617,"111",0,2297,7717,18,0,2,0,43,76,20,21,0,0,11,9,75,47,10,0,2,1,20,5,13,0,1,0,0,0,0,10,43,7,3,96,252,156,87,22,517,635,7,362,37,91,177,0,0,0,-8.75710094716542e-18
2020-11-01,"0015000000LdJeNAAV","110000",725,1294,"111",0,432,3001,1,0,0,0,19,47,0,0,0,1,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,3,18,0,373,0,431,11,28,1,78,55,2,10,19,52,123,0,0,0,-9.18102399660725e-18
2020-08-01,"00138000018bKtGAAU","001100",613,3694,"111",0,141,737,3,0,4,1,1,3,0,0,0,0,1,4,11,7,2,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,11,140,0,5,0,1,1,0,0,0,-9.31871767251291e-18
2020-12-01,"0015000000hWpEoAAK","111100",656,2630,"110",0,430,1836,0,0,0,4,5,26,0,0,0,0,1,2,9,4,0,0,1,18,4,0,45,2,2,0,0,0,0,0,11,0,0,3,14,29,20,1,95,17,3,36,13,91,109,0,0,0,-9.23414990305904e-18
2021-01-01,"0013800001JxFkYAAV","001100",617,1078,"111",0,31,201,6,0,3,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,12,9,5,0,10,1,13,0,0,0,-9.36642256810227e-18
2021-04-01,"0015000000QVOnOAAX","111100",709,15831,"111",0,6637,30466,22,6,5,4,151,144,26,280,1,1,13,5,15,45,8,0,2,0,172,17,90,47,1,0,0,0,0,81,378,2,599,167,1741,1134,48,84,2109,2475,5,766,115,720,1181,0,0,0,-5.83192348579953e-18
2021-06-01,"0013800001EkTpvAAF","111000",89,1166,"110",0,211,2121,0,0,0,0,8,16,0,6,0,0,5,0,0,4,0,0,0,0,8,1,11,1,0,0,0,0,0,0,4,1,40,0,69,118,11,5,249,156,1,21,15,5,29,0,0,0,-9.52037927659521e-18
2020-10-01,"0015000000oK1inAAC","001100",644,1767,"010",0,1277,2691,0,0,0,2,1,0,0,0,0,0,5,0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,86,9,2,171,19,0,49,3,0,2,2,2,0,-9.46616916797094e-18
2020-12-01,"0015000000cKQq4AAG","111100",742,5623,"110",0,140,353,2,0,0,0,1,13,34,2,0,0,0,0,0,0,0,0,0,0,6,1,2,3,1,0,0,0,0,0,0,0,0,0,5,1,0,0,4,36,0,16,2,4,4,0,0,0,-9.70144103940029e-18
2021-01-01,"0013800001COY3KAAX","000000",685,1981,"110",0,405,3387,0,0,0,5,4,59,0,6,0,0,16,0,51,23,28,0,0,0,10,1,13,35,0,0,0,0,0,1,6,0,50,0,72,10,7,19,63,24,3,99,21,34,44,0,1,1,-9.80118763926896e-18
2020-05-01,"0015000000d2TjcAAE","001100",120,1189,"000",0,158,221,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,3,3,0,1,9,13,0,1,2,0,0,0,0,0,-9.48893741359313e-18
2020-09-01,"0015000000iS7zAAAS","101100",665,1364,"000",0,638,3721,0,1,1,1,57,72,0,2,0,0,2,0,21,1,17,0,1,0,7,0,3,4,1,0,0,0,0,0,4,0,0,0,11,163,12,9,267,530,1,181,13,0,61,0,0,0,-9.62121007863637e-18
2021-06-01,"0013800001JyPOoAAN","001100",616,1552,"010",0,24,119,1,0,6,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,3,0,0,0,0,0,-9.21246585960933e-18
2020-09-01,"0015000000rAhzJAAS","111100",696,2182,"110",0,694,3597,14,0,2,5,28,4,10,20,1,0,17,2,33,16,15,0,3,20,1,1,23,0,0,0,0,0,0,7,7,1,14,2,85,264,15,22,553,199,1,85,19,67,137,0,1,0,-8.99996223380217e-18
2020-09-01,"0015000000QVOnOAAX","111100",709,12490,"111",0,5159,24080,27,3,3,10,148,139,12,84,0,0,18,2,91,78,22,11,4,5,33,10,42,37,8,0,0,0,0,42,495,14,339,171,1373,933,44,57,1773,1781,4,451,88,688,1006,4,1,0,-6.16260514840761e-18
2021-03-01,"00138000017fopHAAQ","001100",113,80,"111",0,43,134,10,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,3,1,1,2,0,31,0,0,0,-9.26992857475106e-18
2020-11-01,"0015000000d2TjcAAE","001100",120,1189,"000",0,162,139,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-6.67218016947579e-18
2020-09-01,"0015000000dqXGbAAM","100000",676,1098,"111",0,325,1519,1,0,0,0,6,17,0,8,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,1,1,0,54,1,82,2,7,0,17,192,2,24,6,0,9,0,0,0,-9.90201844131011e-18
2020-09-01,"00150000013uAb0AAE","111100",617,1961,"110",0,992,6125,17,1,5,5,118,17,1,49,0,0,108,112,127,17,285,1,5,25,6,2,17,0,0,0,0,0,0,0,37,0,1,29,81,27,53,11,136,162,13,142,71,11,147,20,3,0,-6.13983690278541e-18
2020-12-01,"0013800001QCzj3AAD","100000",604,74,"000",0,254,1316,4,4,18,8,5,10,0,0,0,0,0,0,2,0,0,0,2,0,11,0,15,4,0,0,0,0,0,1,3,0,1,0,16,35,1,6,127,93,0,0,12,114,157,0,0,0,0.005
2021-06-01,"0015000000tpSWsAAM","111100",659,1127,"000",0,50,178,0,0,0,0,1,3,0,0,0,0,2,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,6,10,0,1,0,0,0,0,0,0,-9.69168321984792e-18
2020-06-01,"0013800001AKjawAAD","001000",726,1,"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505836235140391
2021-05-01,"0015000000d4vbSAAQ","101100",664,5401,"110",0,295,1325,0,0,0,0,0,49,2,5,0,0,0,0,13,1,2,0,0,30,40,0,2,46,0,0,0,0,0,0,16,0,0,0,28,123,39,6,179,44,1,59,3,3,5,0,0,0,-9.54206332004493e-18
2020-06-01,"0015000000wzgwfAAA","110000",651,9801,"110",0,2078,6201,5,0,4,0,0,164,17,4,0,2,2,3,19,7,8,0,8,178,5,2,5,2,7,0,1,3,3,7,201,1,1,1,268,27,9,3,53,1288,11,63,24,0,0,0,0,0,-7.56881536612131e-18
2021-04-01,"0015000000SDp91AAD","001000",683,43958,"000",0,505,8823,7,0,0,36,8,28,1,11,1,0,0,0,13,79,2,0,2,0,11,3,12,0,9,0,0,0,0,8,903,9,0,125,1187,0,53,3,119,207,12,129,74,6,39,0,0,0,-7.93744410476638e-18
2020-02-01,"0015000000qcheKAAQ","111100",680,2907,"110",0,1457,11547,3,0,8,5,16,45,2,26,0,3,0,5,6,8,0,0,0,1,19,2,4,8,0,0,0,0,0,3,54,23,162,278,669,49,137,16,422,948,2,128,47,27,2703,1,0,0,-8.01008565032291e-18
2021-01-01,"0015000000SDRCMAA5","111100",693,5092,"111",0,178,3476,5,0,2,0,0,8,4,15,0,0,0,0,0,0,0,0,0,0,8,1,8,0,0,0,0,0,0,0,0,0,0,16,19,1,3,0,8,68,3,49,7,0,2,0,0,0,-9.98441780641901e-18
2021-02-01,"00138000017gcv0AAA","100100",634,1101,"001",0,36,222,0,0,0,1,14,0,0,0,0,0,2,0,10,1,3,0,0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,24,3,11,6,8,0,17,0,0,0,-9.21029745526436e-18
2020-01-01,"00138000018av7IAAQ","110000",663,317,"111",0,230,1322,8,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,12,0,3,0,17,143,3,2,207,474,0,9,2,0,0,0,0,0,-1.0022364882456e-17
2020-01-01,"0015000000SDp91AAD","001000",683,42479,"000",0,203,3652,4,0,0,4,0,16,0,0,1,0,1,0,2,2,0,0,0,0,5,0,5,4,4,0,2,0,0,3,504,1,0,7,568,1,7,1,23,10,2,31,31,0,16,0,0,0,-8.73975371240565e-18
2021-01-01,"0015000000qb7h5AAA","111100",704,3594,"111",0,829,3325,9,0,1,1,19,8,5,2,0,0,4,0,7,5,4,0,2,0,24,8,21,3,0,0,0,0,0,16,30,0,5,0,104,92,63,7,285,163,0,87,16,84,110,0,2,0,-9.89985003696514e-18
2020-01-01,"0013800001L71O4AAJ","101100",725,18,"100",0,60,511,5,0,0,4,44,7,0,0,0,0,2,0,6,1,2,0,0,0,4,1,2,3,0,0,1,2,0,0,16,0,6,0,25,3,0,5,24,23,0,9,4,1,50,0,0,0,-8.60206003649999e-18
2021-06-01,"0015000000qHeumAAC","101100",159,1105,"110",0,190,763,10,0,0,0,0,29,0,0,0,0,0,0,1,1,0,0,0,0,10,0,9,0,1,0,0,0,0,0,0,0,1,0,3,9,1,26,42,49,0,3,1,15,16,1,0,0,-9.66240976119082e-18
2021-02-01,"0013800001Ns1MrAAJ","000000",611,819,"111",0,579,4611,19,0,8,2,1,25,6,30,0,0,31,62,10,15,37,0,9,10,19,4,7,5,5,0,0,0,0,0,37,10,16,0,101,38,21,11,152,458,0,18,16,140,178,0,0,0,-8.70397504071363e-18
2020-04-01,"0013800001EjYevAAF","001000",92,2000,"100",0,81,310,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,1,0,0,0,1,6,0,3,14,12,0,0,5,0,0,0,0,0,0.002
2020-02-01,"0013800001HjD67AAF","111100",662,612,"110",0,341,1981,0,0,8,1,31,48,9,10,0,0,0,0,0,2,0,0,0,0,10,0,25,0,0,0,3,0,1,0,4,0,2,0,12,4,7,5,31,181,8,16,10,2,46,1,1,0,-9.3198018746854e-18
2020-08-01,"0015000000Ux08aAAB","101000",703,3775,"100",0,64,176,9,0,6,4,0,0,0,2,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,-7.09935582543508e-18
2020-08-01,"0015000000Pwb6dAAB","001000",479,3532,"000",0,243,2217,2,0,1,14,1,0,3,0,0,0,1,1,4,13,0,1,0,0,0,0,2,0,0,0,0,0,0,1,68,1,0,0,71,168,66,2,312,63,10,44,24,1,5,0,0,0,-9.10512984453327e-18
2021-06-01,"0013800001U6gkMAAR","101000",600,3500,"110",0,760,6486,3,0,0,0,5,14,0,5,0,0,1,0,12,6,0,0,1,0,12,0,9,6,1,0,0,0,0,0,8,0,468,0,682,227,70,8,555,621,33,135,22,7,17,0,0,0,-9.06826697066876e-18
2021-06-01,"0015000000U6jeQAAR","111000",683,1614,"110",0,469,1302,9,0,2,0,2,5,0,6,0,1,1,3,7,2,2,0,2,0,2,1,4,0,0,0,0,0,0,40,71,0,2,0,144,13,5,1,36,60,0,37,6,1,9,0,0,0,-9.66132555901833e-18
2021-06-01,"0013800001Cw6LGAAZ","100100",103,1125,"111",0,3,583,0,0,0,0,4,0,0,0,0,0,10,5,1,12,4,0,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0,0,2,10,6,0,54,8,0,55,2,0,4,0,0,0,-7.86154995269239e-18
2020-10-01,"0015000000ruQHfAAM","100100",669,1431,"111",0,367,4921,14,0,6,9,150,7,0,0,0,0,12,8,22,12,4,2,19,13,5,3,8,4,0,0,0,0,0,2,20,0,283,0,356,17,31,0,83,83,6,354,21,20,197,0,0,0,-8.29523082168659e-18
2020-12-01,"0015000000LwyAuAAJ","110000",719,1721,"111",0,10,254,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,18,0,2,0,30,0,0,0,0,12,0,0,0,4,6,0,0,0,-7.92334947652407e-18
2021-01-01,"0013800001SH4DTAA1","001000",87,1115,"111",0,56,181,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,12,0,0,26,23,0,1,0,0,0,0,0,0,-9.40328544196678e-18
2020-07-01,"0013800001CxWADAA3","001000",96,120,"110",0,77,251,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,16,0,0,0,17,1,0,0,4,7,0,1,0,3,52,0,0,0,-9.49327422228308e-18
2020-04-01,"00138000015tWKeAAM","001000",616,5153,"110",0,459,2293,2,0,0,5,1,81,0,19,0,0,0,0,0,0,15,0,0,2,3,3,8,1,34,0,0,0,0,11,13,0,0,1,79,0,26,1,69,104,37,33,92,6,28,0,0,0,-9.02598308594182e-18
2020-12-01,"0013800001JxFkYAAV","001100",617,1077,"111",0,18,73,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4,2,0,0,0,1,3,0,0,0,-8.82215307751455e-18
2021-06-01,"0015000000VXQZ0AAP","111100",703,19757,"110",0,3420,12802,54,0,0,0,10,138,0,72,0,0,35,0,27,5,3,0,0,0,153,23,29,12,4,0,0,0,0,24,77,3,107,3,300,243,46,84,671,1103,11,140,52,8,103,0,0,0,-8.37654598462301e-18
2020-09-01,"00138000017e9gyAAA","001000",643,1355,"000",0,223,1878,0,0,1,72,1,15,0,2,0,0,2,0,2,25,14,1,0,1,1,0,15,2,12,2,0,0,0,0,4,0,0,0,8,20,3,0,61,153,1,48,6,1,3,0,0,0,-9.72312508285e-18
2020-11-01,"00138000015tf2hAAA","111100",659,7158,"111",0,530,2846,8,0,0,0,4,9,0,0,0,0,0,3,3,3,2,0,1,0,8,0,1,0,0,0,0,0,0,1,6,1,0,1,23,1,172,2,207,4,30,47,49,2,8,0,0,0,-9.27860219213095e-18
2020-04-01,"0015000000RCZ86AAH","001100",179,874,"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000855088160503786
2020-05-01,"0015000000jXjjEAAS","001000",694,172,"110",0,0,266,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0,13,13,0,0,2,0,3,0,0,0,0.0154166666666667
2020-06-01,"0013800001EkTpvAAF","100000",89,378,"100",0,264,2561,9,0,1,0,0,62,0,3,0,0,2,1,0,12,1,2,0,0,11,4,18,10,11,0,1,0,0,6,9,1,9,0,52,78,0,6,220,283,0,2,16,0,0,0,0,0,-7.36498535769403e-18
2021-05-01,"0015000000wLutCAAS","111100",218,11094,"111",0,1970,12644,6,0,0,0,701,34,0,34,1,0,4,10,43,52,3,0,5,2,27,6,33,6,3,0,0,0,0,6,36,3,85,0,211,177,78,10,520,1734,3,742,37,22,853,0,0,0,-7.80517143972315e-18
2020-07-01,"0015000000QC8VOAA1","001100",746,1929,"110",0,293,1577,8,0,13,1,101,4,0,1,0,0,1,1,2,0,0,0,0,0,2,0,6,2,3,0,0,0,1,1,11,0,0,1,36,12,55,2,107,20,4,101,32,1,97,0,0,0,-9.49219002011059e-18
2020-07-01,"0015000000b5eSRAAY","000000",686,2436,"000",0,695,3651,1,0,1,3,56,6,0,8,2,1,5,4,10,19,1,1,2,0,11,9,10,0,0,0,0,0,0,0,8,3,0,0,33,9,19,0,49,700,2,113,17,13,90,0,0,0,-9.04007771418414e-18
2020-09-01,"0015000000euq7bAAA","111100",654,19929,"110",0,1139,5034,5,0,2,4,15,6,8,27,1,2,17,2,12,15,10,1,0,1,12,4,10,0,0,0,0,0,0,9,237,7,16,18,424,41,100,24,305,171,33,202,114,18,74,0,0,0,-8.07513778067204e-18
2020-09-01,"0015000000fq6qqAAA","001100",168,1351,"000",0,65,343,0,0,0,1,0,1,0,0,0,0,5,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,8,1,21,22,0,41,4,0,0,0,0,0,-1.01177746736347e-17
2020-09-01,"0013800001GMWdyAAH","110000",694,9806,"110",0,657,4668,0,0,0,1,290,182,0,11,0,1,6,0,3,2,0,0,0,1,4,2,9,1,67,0,0,0,0,2,4,0,12,0,57,240,24,17,379,318,2,124,12,144,464,0,0,0,-8.52725008659849e-18
2021-03-01,"0015000000un8meAAA","001000",630,7926,"011",0,1151,788,8,0,4,1,0,5,2,0,0,0,0,0,0,2,0,0,0,4,50,0,3,0,0,0,0,0,0,3,58,0,5,0,71,7,0,2,17,81,0,1,2,1,2,0,0,0,-9.36100155723985e-18
2021-04-01,"0015000000soGONAA2","111100",657,1223,"110",0,1489,7446,24,0,8,5,288,18,7,19,0,0,3,1,11,34,0,0,1,0,31,1,39,1,0,0,0,0,0,9,102,3,380,2,615,84,17,2,346,455,0,95,14,19,436,2,4,0,-8.46545056276682e-18
2020-02-01,"0015000000XZqVjAAL","101100",678,4015,"110",0,153,3154,3,0,0,0,20,2,0,1,1,0,2,0,3,2,0,0,0,0,4,0,4,0,0,0,0,0,0,1,63,2,0,13,128,205,60,3,479,26,11,273,21,67,113,0,0,0,-9.14416112274274e-18
2020-03-01,"0013800001JyPOoAAN","001100",616,1579,"011",0,230,2126,4,0,0,7,43,1,0,17,0,0,5,0,43,14,11,2,0,0,5,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,23,139,4,46,9,0,45,0,0,0,-8.82432148185952e-18
2021-06-01,"0015000000b5eSRAAY","000000",686,2614,"000",0,685,3508,0,0,0,0,4,5,0,17,0,0,0,0,0,6,0,0,0,0,4,0,14,0,0,0,0,0,0,0,3,1,0,1,22,11,10,2,37,754,6,81,14,12,34,0,0,0,-1.03281098950969e-17
2021-01-01,"0013800001COoOfAAL","000000",657,1213,"000",0,127,1314,0,0,0,1,0,2,3,2,1,0,0,0,0,11,0,0,0,0,3,1,0,0,0,0,0,0,0,0,266,0,0,0,296,17,4,0,35,47,0,3,5,0,8,0,0,0,-1.00819960019427e-17
2021-05-01,"0015000000dqXGbAAM","100000",676,1103,"111",0,375,1523,0,0,0,0,2,8,4,15,0,0,0,1,0,0,7,0,0,23,11,0,3,0,0,0,0,0,0,3,4,4,9,0,34,0,7,0,10,503,9,21,13,1,5,0,0,0,-8.73975371240565e-18
2020-07-01,"0015000000hWpEoAAK","111100",656,2324,"110",0,402,1905,0,0,0,10,15,4,1,0,0,0,4,4,12,20,3,0,2,15,2,0,31,0,0,0,0,0,0,0,15,1,0,2,24,48,5,1,106,48,5,107,7,120,183,0,0,0,-9.54531592656238e-18
2020-02-01,"0015000000cJN7vAAG","111100",665,153810,"110",0,790,5818,9,0,1,12,7,67,4,36,2,0,0,5,8,3,0,0,1,0,28,14,7,10,9,7,12,3,5,2,11,27,82,0,242,16,27,7,174,842,5,106,43,166,196,0,0,0,-7.6739829768524e-18
2021-03-01,"0013800001SqQLxAAN","101000",602,5949,"110",0,1180,9688,6,1,15,2,203,19,1,18,0,0,17,1,18,8,15,0,0,4,36,11,32,3,0,0,0,0,0,6,44,1,6,1,128,76,39,6,275,1027,92,362,152,39,306,0,0,0,-8.01875926770279e-18
2021-04-01,"0015000000b5eSRAAY","000000",686,2607,"000",0,280,2032,11,0,6,0,28,6,0,0,0,0,0,0,0,1,0,0,0,0,6,1,6,0,0,0,0,0,0,0,11,0,0,0,24,0,1,0,5,494,0,14,1,14,42,0,0,0,-1.05373609143866e-17
2020-08-01,"0015000000bpNJSAA2","001100",666,2821,"111",0,663,3059,8,0,0,3,44,18,4,2,0,0,34,1,64,23,11,0,1,5,10,4,9,0,0,0,0,0,0,0,4,10,2,78,137,11,153,2,359,36,11,347,58,6,69,0,0,0,-9.12898229232795e-18
2020-09-01,"0013800001COoOfAAL","000000",657,1211,"000",0,79,1486,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,2,349,3,1,0,438,12,6,0,27,20,1,9,4,0,6,0,1,0,-9.0574249489439e-18
2020-07-01,"0013800001COY3KAAX","000000",685,1890,"110",0,357,2202,1,1,11,0,0,139,0,23,0,0,0,0,16,0,2,0,0,0,2,0,10,11,0,0,0,0,0,1,5,1,65,1,76,13,0,1,30,57,0,11,0,36,45,0,0,0,-9.19837123136702e-18
2020-03-01,"0015000000U6jeQAAR","111000",683,758,"110",0,172,810,9,0,1,0,60,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,2,0,0,0,15,0,7,0,14,79,9,67,10,1,73,0,0,0,-1.03779831950312e-17
2021-03-01,"0015000000w5CgeAAE","100000",634,1540,"100",0,386,3401,0,0,0,0,0,0,0,0,0,0,5,0,13,3,0,0,0,7,4,0,2,0,0,0,0,0,0,0,6,7,26,0,45,780,1,2,959,31,0,92,8,28,27,0,0,0,-8.08164299370695e-18
2020-03-01,"0013800001D9GEsAAN","110000",73,1337,"110",0,59,303,2,0,2,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,31,0,20,2,0,2,0,0,0,-9.17885559226228e-18
2021-01-01,"0015000000oK2ekAAC","110000",655,3478,"111",0,423,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,50,0,3,0,59,0,0,0,2,63,0,17,1,0,2,0,0,0,-9.63422050470619e-18
2020-01-01,"0015000000Ux08aAAB","101000",703,3768,"100",0,65,362,0,0,0,16,1,0,0,0,0,0,0,0,0,1,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,6,31,1,0,3,0,1,2,0,0,-8.12501108060637e-18
